publisher,genres,price,developer,release_date
"ValuSoft, Retroism",['Simulation'],9.99,ValuSoft,2011-01-06
GAMES in FLAMES,['Casual'],4.99,Chimera Entertainment,2015-05-08
Lupiesoft,"['Casual', 'Indie']",4.99,Lupiesoft,2015-05-09
Holgersson Entertainment,"['Indie', 'Simulation', 'Strategy']",2.99,Holgersson Entertainment,2015-05-08
Lupiesoft,"['Casual', 'Indie']",1.99,Lupiesoft,2015-05-08
EQ Games,"['Adventure', 'Indie', 'Strategy']",4.99,Estelion,2015-05-08
Celeris,['Sports'],24.99,Celeris,2015-05-11
Iceberg Interactive,"['Action', 'Casual', 'Indie']",14.99,Seaven Studio,2015-05-11
RageSquid,"['Action', 'Indie', 'Racing']",14.99,RageSquid,2015-05-11
RageSquid,"['Action', 'Indie', 'Racing']",4.99,RageSquid,2015-05-11
"ValuSoft, Retroism",['Simulation'],9.99,ValuSoft,2015-05-11
TCHOW,"['Adventure', 'Indie', 'Racing']",7.99,TCHOW,2015-05-12
Dovetail Games - Flight,['Simulation'],24.99,Aerosoft GmbH,2015-05-12
Tasharen Entertainment Inc.,"['Action', 'Adventure', 'Indie', 'RPG']",9.99,Tasharen Entertainment Inc.,2015-05-12
Emad,"['Free to Play', 'Indie']",Free,Emad,2015-05-12
Aldorlea Games,"['Adventure', 'Casual', 'Indie', 'RPG']",4.99,Aldorlea Games,2015-05-13
"ElevenSeventy, LLC","['Action', 'Indie']",2.99,"ElevenSeventy, LLC",2015-05-13
Question,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",4.99,Question,2015-05-13
Playsaurus,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']",Free to Play,Playsaurus,2015-05-13
Blubox Soft,"['Adventure', 'Indie']",3.99,"Blubox Soft,Fernando Paulo",2015-05-13
Stardock Entertainment,"['Indie', 'Strategy']",29.99,Stardock Entertainment,2015-05-14
YGGDRASIL STUDIO,"['Adventure', 'Indie']",14.99,YGGDRASIL STUDIO,2015-06-25
Deep Silver,['Simulation'],39.99,N3V Games,2015-05-14
Absolutist Ltd.,"['Adventure', 'Casual', 'Indie']",6.99,Absolutist Ltd.,2015-05-15
Serenity Forge,"['Action', 'Indie', 'Simulation']",9.99,Serenity Forge,2015-05-15
Divergent Game Studio,"['Action', 'Indie', 'Simulation']",0.99,Modesto A. Rabena,2015-05-14
N/A,"['Adventure', 'Indie', 'RPG']",4.99,Crashable Studios,2015-05-15
Anarchy Enterprises,"['Casual', 'Indie', 'Simulation', 'Strategy']",1.99,Anarchy Enterprises,2015-05-15
1C Company,"['Action', 'Adventure', 'Indie']",0.99,FiolaSoft Studio,2015-05-18
1C Company,"['Action', 'Adventure', 'Indie']",4.99,FiolaSoft Studio,2015-05-18
InterAction studios,"['Action', 'Casual', 'Indie']",2.99,InterAction studios,2015-05-18
CMI,"['Action', 'Free to Play', 'Strategy']",Free,"Relic Entertainment,Europe at War Development Team",2011-10-11
The Pompous Pixel,"['Adventure', 'Indie', 'RPG']",8.99,The Pompous Pixel,2015-05-18
Super Icon Ltd,['Indie'],0.99,Super Icon Ltd,2015-05-19
SOF Studios Ltd,"['Action', 'Indie', 'Early Access']",9.99,SOF Studios Ltd,2015-05-19
The Game Creators,"['Action', 'Adventure']",29.99,The Game Creators,2015-05-19
Minor Key Games,"['Action', 'Indie']",17.99,Minor Key Games,2015-05-20
Minor Key Games,"['Action', 'Indie']",6.99,Minor Key Games,2015-05-20
Heliocentric Studios,"['Action', 'Indie', 'RPG']",4.99,Heliocentric Studios,2015-05-20
tjern,['Action'],2.99,tjern,2015-05-20
NeoNight,"['Adventure', 'Casual', 'Indie']",2.99,NeoNight,2015-05-21
Curve Digital,"['Action', 'Indie']",9.99,Big Green Pillow,2015-05-21
Brandon Brizzi,"['Action', 'Indie']",1.99,Brandon Brizzi,2015-05-21
Emberheart Games,"['Action', 'Adventure', 'Indie', 'Early Access']",11.99,Emberheart Games,2015-05-21
Rage Monster Games,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",4.99,Rage Monster Games,2015-05-21
Dovetail Games - Trains,['Simulation'],39.99,Dovetail Games,2015-05-21
IndieGala,"['Action', 'Indie']",4.99,GhostShark,2015-05-21
"The Lo-Fi Apocalypse, Inc.","['Action', 'Indie', 'Strategy', 'Early Access']",14.99,Dez,2015-05-21
KISS ltd,"['Casual', 'Indie']",5.99,Artur Mandas,2015-05-22
S2 Games,"['Action', 'Free to Play', 'RPG', 'Strategy']",Free to Play,S2 Games,2015-05-22
NeocoreGames,"['Action', 'Adventure', 'Indie', 'RPG']",14.99,NeocoreGames,2015-05-22
Andrettin,"['Adventure', 'Indie', 'Strategy']",Free to Play,Andrettin,2015-05-22
Robot Gentleman,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",9.99,Robot Gentleman,2015-05-25
OM ENTERTAINMENT,['Racing'],6.99,OM ENTERTAINMENT,2015-05-25
Bethesda Softworks,['Action'],2.99,Tango Gameworks,2015-05-25
Forever Entertainment S. A.,"['Indie', 'Racing', 'Simulation', 'Sports']",4.99,Forever Entertainment S. A.,2015-05-22
For All To Play,"['Adventure', 'Casual', 'Indie']",2.99,For All To Play,2014-09-10
John Wizard,"['Indie', 'RPG', 'Strategy']",4.99,John Wizard,2015-05-25
Orangepixel,"['Action', 'Adventure', 'RPG']",4.99,Orangepixel,2015-05-25
No Pest Productions,"['Action', 'Adventure', 'Indie']",4.99,No Pest Productions,2015-05-26
Global Empire Soft,"['Casual', 'Indie', 'Early Access']",4.99,Global Empire Soft,2015-05-25
Frogmind,"['Action', 'Adventure', 'Indie']",9.99,Frogmind,2015-05-26
"XSEED Games, Marvelous USA, Inc.","['Action', 'Adventure', 'Casual', 'RPG']",29.99,ACQUIRE Corp.,2015-05-26
Frogmind,"['Action', 'Adventure', 'Indie']",2.99,Frogmind,2015-05-26
Degica,"['Action', 'Indie']",7.99,"YOTSUBANE,Adventure Planning Service",2015-05-26
Degica,"['Action', 'Indie']",0.99,"YOTSUBANE,Adventure Planning Service",2015-05-26
Degica,"['Action', 'Indie']",5.99,"YOTSUBANE,Adventure Planning Service",2015-05-26
Night Node,"['Action', 'Indie', 'Simulation']",1.99,Night Node,2015-05-27
"KaleidoGames, Indie Tribe","['Action', 'Indie']",6.99,KaleidoGames,2015-05-27
HandMade Game,"['Adventure', 'Casual', 'Indie']",2.99,HandMade Game,2015-05-27
Digital Dreams Entertainment LLC,"['Indie', 'Simulation']",14.99,Digital Dreams Entertainment LLC,2015-05-27
Mudvark,"['Adventure', 'Indie']",4.99,Tymon Zgainski,2015-05-27
roseVeRte,"['Adventure', 'Casual', 'Indie', 'Simulation']",5.99,roseVeRte,2012-11-27
Future Proof Games,"['Adventure', 'Indie']",9.99,"Gregory Avery-Weir,Melissa Avery-Weir",2013-11-27
Plug In Digital,"['Casual', 'Indie', 'Strategy']",4.99,"AMA,Mando Productions",2015-05-28
Mastertronic,"['Indie', 'Simulation']",9.99,Alan Zucconi,2015-05-28
Lucky Pause,"['Adventure', 'Indie']",14.99,Lucky Pause,2015-05-28
Ghostlight LTD,"['Action', 'Indie']",11.99,Laughing Jackal LTD,2015-05-28
Plug In Digital,"['Casual', 'Indie', 'Strategy']",6.99,Bad Seed,2015-05-28
Kalypso Media Digital,"['RPG', 'Simulation', 'Strategy']",7.99,Haemimont Games,2015-05-28
"Diggidy.net, LLC","['Indie', 'Simulation']",0.99,"Diggidy.net, LLC",2015-05-29
Hello There AB,['Action'],2.99,Hello There AB,2015-05-28
"Sports Mogul, Inc.","['Casual', 'Simulation', 'Sports', 'Strategy']",4.99,"Sports Mogul, Inc.",2013-09-04
Web Interactive Solutions,"['Action', 'Indie']",11.99,Web Interactive Solutions,2015-05-28
"KOEI TECMO GAMES CO., LTD.",['Action'],59.99,"KOEI TECMO GAMES CO., LTD.",2015-05-28
Amaranth Games,['RPG'],4.99,John Wizard,2015-05-28
Giorgi Abelashvili,['Indie'],1.99,Giorgi Abelashvili,2015-05-29
Corrosive Studios LLC,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",9.99,Corrosive Studios LLC,2015-06-01
Aldorlea Games,"['Adventure', 'Indie', 'RPG']",3.99,Aldorlea Games,2015-05-29
BeamNG,"['Racing', 'Simulation', 'Early Access']",24.99,BeamNG,2015-05-29
Meridian4,"['Adventure', 'Casual', 'Indie']",9.99,House On Fire,2015-05-29
BBQ Games,"['Action', 'Indie']",1.99,BBQ Games,2015-05-29
Dovetail Games - Flight,['Simulation'],24.99,Lionheart Creations,2015-05-29
Corrosive Studios LLC,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",1.99,Corrosive Studios LLC,2015-06-01
Corrosive Studios LLC,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",2.99,Corrosive Studios LLC,2015-06-01
Mark Chong,"['Action', 'Indie', 'Simulation']",9.99,Mark Chong,2015-06-01
N/A,"['Action', 'Casual', 'Indie']",1.99,Coty Getzelman,2015-06-01
Double Fine Productions,"['Indie', 'Strategy']",19.99,Double Fine Productions,2015-06-01
Destructive Creations,"['Action', 'Indie']",8.99,Destructive Creations,2015-06-01
Creoteam,"['Indie', 'Simulation', 'Sports', 'Strategy', 'Early Access']",16.99,Creoteam,2015-06-01
Digital Dawn Studios,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Early Access']",9.99,Digital Dawn Studios,2015-06-01
EZDesigner,"['Action', 'Adventure', 'Indie']",2.99,EZDesigner,2015-05-23
Digital Leisure Inc.,"['Casual', 'Free to Play', 'Massively Multiplayer', 'Simulation']",Free to Play,Digital Leisure Inc.,2015-06-01
AGM PLAYISM,"['Indie', 'RPG']",6.99,bluffman,2015-05-19
1C-777,['Simulation'],24.99,777 Studios,2015-06-02
DiggerWorld Ltd.,"['Action', 'Adventure']",9.99,DiggerWorld Ltd.,2015-06-02
Dovetail Games - Flight,['Simulation'],16.99,SIM720,2015-06-02
Stamina-Games,"['Action', 'Indie', 'Sports', 'Early Access']",9.99,Stamina-Games,2015-06-02
Next Dimension Game Adventures Ltd.,"['Action', 'Adventure', 'Indie', 'RPG']",4.99,Steel Monkeys,2015-06-02
astragon Sales &amp; Services GmbH,"['Simulation', 'Strategy']",19.99,Fragment Production Ltd.,2015-06-03
Guerrilla Bandit,"['Action', 'Indie']",2.99,Guerrilla Bandit,2015-06-03
Mystik'Art,"['Adventure', 'Indie', 'Strategy']",4.99,Mystik'Art,2015-06-03
dustinaux,"['Indie', 'RPG']",4.99,dustinaux,2015-06-03
Dovetail Games - Flight,['Simulation'],19.99,Lionheart Creations,2015-06-03
(none),"['Indie', 'Simulation', 'Strategy', 'Early Access']",24.99,Radiant Entertainment,2015-06-03
Bluestrike,"['Casual', 'Indie', 'Racing']",4.99,Bluestrike,2015-06-04
Super Icon Ltd,"['Action', 'Indie']",6.99,Super Icon Ltd,2015-06-04
Russpuppy,"['Action', 'Casual', 'Indie']",2.99,Russpuppy,2015-06-04
VoxelStorm,"['Indie', 'Simulation', 'Strategy']",9.99,VoxelStorm,2014-08-01
EightyEightGames,"['Action', 'Casual', 'Indie', 'RPG', 'Strategy']",4.99,EightyEightGames,2015-06-04
Adult Swim Games,"['Action', 'Indie']",12.99,Landon Podbielski,2015-06-04
Activision,['Action'],1.99,"Sledgehammer Games,Raven Software",2015-06-04
Activision,['Action'],1.99,"Sledgehammer Games,Raven Software",2015-06-04
Shark Punch,"['Action', 'Indie', 'Strategy']",19.99,Shark Punch,2015-06-04
Activision,['Action'],1.99,"Sledgehammer Games,Raven Software",2015-06-04
Activision,['Action'],1.99,"Sledgehammer Games,Raven Software",2015-06-04
BrashMonkey,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities']",12.99,BrashMonkey,2015-06-04
Libredia,"['Action', 'Casual']",3.99,Spectral Games,2015-06-04
AGM PLAYISM,"['Adventure', 'Casual', 'Indie']",14.99,Access Games,2015-06-05
AGM PLAYISM,"['Adventure', 'Casual', 'Indie']",2.99,Access Games,2015-06-05
AGM PLAYISM,"['Adventure', 'Casual', 'Indie']",3.99,Access Games,2015-06-05
AGM PLAYISM,"['Adventure', 'Casual', 'Indie']",4.99,Access Games,2015-06-05
AGM PLAYISM,"['Adventure', 'Casual', 'Indie']",4.99,Access Games,2015-06-05
Anarchy Enterprises,"['Action', 'Casual', 'Indie']",0.99,Anarchy Enterprises,2015-06-04
Tall Studios,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Utilities', 'Early Access']",39.99,Tall Studios,2015-06-05
Makivision Games,['Indie'],4.99,Makivision Games,2015-06-08
"Vertex Games, S.C.",['Indie'],1.99,"Vertex Games, S.C.",2015-06-05
Soloweb Studios,"['Action', 'Indie']",4.99,"Soloweb Studios,Ravens Eye Studio",2015-06-08
InterAction studios,"['Action', 'Casual', 'Indie']",4.99,InterAction studios,2015-06-08
Silver Goblet Games,"['Action', 'Adventure', 'Indie', 'RPG']",4.99,Silver Goblet Games,2015-06-08
Paradox Interactive,"['Simulation', 'Strategy']",5.99,Paradox Development Studio,2015-06-09
Paradox Interactive,"['Simulation', 'Strategy']",14.99,Paradox Development Studio,2015-06-09
Panic Art Studios,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",4.99,"Elias Viglione,Jussi Kukkonen",2015-06-08
Flying Interactive,"['Casual', 'Indie']",1.99,Smarter Games,2015-06-09
"Plug In Digital, Argonauts Interactive","['Indie', 'Strategy']",19.99,Crispon Games,2015-06-09
Rockstar Games,"['Action', 'Adventure']",99.99,Rockstar North,2015-06-09
Atari,"['Action', 'Adventure']",19.99,Pure FPS,2015-06-11
Koch Media,['Simulation'],13.99,"TREND, Soft Pro",2015-06-11
Koch Media,['Simulation'],13.99,"TREND, Soft Pro",2015-06-11
Koch Media,['Simulation'],13.99,"TREND, Soft Pro",2015-06-11
En Masse Entertainment,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",29.99,"Bluehole Inc.,En Masse Entertainment",2015-06-11
Midnight City,"['Action', 'Indie']",9.99,Beast Games,2015-06-11
Grey Box,['Strategy'],7.99,Petroglyph,2015-06-11
Heartbit Interactive,"['Action', 'Casual', 'Indie']",2.99,Heartbit Interactive,2012-04-06
Viva Media,"['Action', 'Adventure', 'Indie']",1.99,stillalive studios,2015-06-11
Viva Media,"['Action', 'Adventure', 'Indie']",1.99,stillalive studios,2015-06-11
"Warner Bros. Interactive Entertainment, Feral Interactive (Mac)","['Action', 'Adventure']",19.99,"TT Games Ltd,Feral Interactive (Mac)",2015-06-11
Viva Media,"['Action', 'Adventure', 'Indie']",1.99,stillalive studios,2015-06-11
Fruitbat Factory,"['Indie', 'Strategy']",1.99,Orange_Juice,2015-06-12
"CAPCOM Co., Ltd.",['Action'],2.99,"CAPCOM Co., Ltd.",2015-06-23
Dolores Entertainment,"['Action', 'Indie']",2.99,Dolores Entertainment,2015-07-21
DYA Games,['Indie'],0.99,DYA Games,2015-06-22
Kobra Studio,"['Action', 'Adventure', 'Indie', 'Early Access']",14.99,Kobra Studio,2015-06-22
Aeria Games,"['Free to Play', 'Massively Multiplayer', 'RPG']",Free to Play,Mr. Blue,2015-06-22
rokaplay,['Casual'],6.99,rokaplay,2015-06-22
DYA Games,"['Action', 'Indie']",0.89,DYA Games,2015-06-22
Doomster Entertainment,['Indie'],0.99,Doomster Entertainment,2015-06-22
Marcelo Barbosa,"['Action', 'Indie']",0.99,Marcelo Barbosa,2015-06-22
THQ Nordic,"['Indie', 'RPG', 'Strategy']",19.99,Cliffhanger Productions,2015-06-17
Zoo Corporation,['Casual'],14.99,Zoo Corporation,2015-06-22
Dubrovkin Sergei,"['Casual', 'Indie']",1.99,Dubrovkin Sergei,2015-06-22
Dovetail Games - Flight,['Simulation'],16.99,SIM720,2015-06-23
Dovetail Games - Flight,['Simulation'],19.99,Alabeo,2015-06-23
Dovetail Games - Flight,['Simulation'],19.99,Alabeo,2015-06-23
Dovetail Games - Trains,['Simulation'],19.99,Dovetail Games,2015-06-23
Dovetail Games,['Simulation'],4.99,Dovetail Games,2015-06-23
KarjaSoft,"['Casual', 'Indie', 'RPG']",2.99,KarjaSoft,2015-06-24
Zeiva Inc,"['Adventure', 'Casual', 'Indie', 'Simulation']",24.99,Zeiva Inc,2013-06-16
From Soy Sauce LLC,"['Action', 'Adventure', 'Indie']",5.99,From Soy Sauce LLC,2015-06-24
The Quadsphere,"['Action', 'Indie', 'RPG']",4.99,The Quadsphere,2015-06-24
Surprise Attack,"['Adventure', 'Indie', 'Strategy']",7.99,Upper Class Walrus,2015-06-25
Dovetail Games - Trains,['Simulation'],39.99,Dovetail Games,2015-06-25
Guard Crush Games,"['Action', 'Indie']",9.99,Guard Crush Games,2015-06-25
Dovetail Games - Trains,['Simulation'],19.99,Dovetail Games,2015-06-25
Kieffer Bros.,"['Casual', 'Indie']",7.99,Kieffer Bros.,2015-06-25
Black Shell Media,"['Action', 'Indie', 'RPG', 'Simulation', 'Early Access']",7.99,Capribyte Studios,2015-06-25
United Independent Entertainment GmbH,"['Casual', 'Simulation', 'Sports']",3.99,"Fancy Bytes, Reactor",2015-06-26
United Independent Entertainment GmbH,"['Casual', 'Simulation', 'Sports']",3.99,"Fancy Bytes, Reactor",2015-06-26
Diminished Studios,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Early Access']",Free to Play,Diminished Studios,2015-06-26
MAVR,"['Action', 'Adventure', 'Indie']",16.99,ShaunTWilliams,2015-06-26
Age of Fear,"['Indie', 'RPG', 'Strategy']",19.99,Leslaw Sliwko,2011-11-15
FIVE-BN GAMES,"['Adventure', 'Casual']",6.99,FIVE-BN GAMES,2015-06-26
Dingo Dango,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2.99,Dingo Dango,2015-03-02
Devdan Games,"['Action', 'Adventure', 'Casual', 'Indie']",3.99,Devdan Games,2015-06-26
TheGameWall Studios,"['Action', 'Massively Multiplayer', 'Early Access']",9.99,Digital Soul Games,2015-06-26
NVLMaker,"['Adventure', 'Casual', 'Indie', 'Simulation']",2.99,"高考恋爱委员会,Days",2015-06-26
Warfare Studios,"['Adventure', 'Casual', 'Indie', 'RPG']",9.99,Warfare Studios,2015-06-26
8Floor,"['Adventure', 'Casual', 'Indie', 'Strategy']",2.99,Creobit,2015-06-29
Top3Line,['Casual'],7.99,Top3Line,2015-06-29
PlazSoft,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",4.99,PlazSoft,2015-06-30
Zhoori Maang Entertainment,"['Indie', 'Racing', 'Simulation', 'Sports']",8.99,Zhoori Maang Entertainment,2015-06-30
Serious Games Interactive,"['Adventure', 'Indie', 'RPG']",2.99,Serious Games Interactive,2015-07-01
Playito.com,"['Casual', 'Indie', 'Strategy']",4.99,Playito.com,2015-07-01
KOG Games,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",39.99,KOG,2015-07-01
Ubisoft,"['Free to Play', 'Simulation', 'Strategy']",Free to Play,Blue Byte,2013-01-31
Dovetail Games,['Simulation'],4.99,Dovetail Games,2015-07-01
Best Way Soft,"['Action', 'Strategy']",5.99,Great War Team,2015-07-01
roseVeRte,"['Adventure', 'Casual', 'Indie', 'Simulation']",8.99,roseVeRte,2013-05-14
Loomus Games,"['Casual', 'Indie', 'Strategy']",4.99,Loomus Games,2015-07-01
Frogames,"['Casual', 'Indie', 'Racing']",4.99,Frogames,2008-12-16
"Bit Planet Games, LLC","['Action', 'Indie', 'Simulation']",9.99,"Bit Planet Games, LLC",2015-07-01
RiftyGames,"['Action', 'Casual', 'Indie', 'RPG', 'Early Access']",9.99,RiftyGames,2015-07-01
BulkyPix,"['Indie', 'Strategy']",3.99,Nerial,2015-07-03
AGM PLAYISM,"['Adventure', 'Casual', 'Indie']",0.99,Access Games,2015-07-03
GamePhase,"['Action', 'Casual', 'Indie']",2.99,GamePhase,2015-07-03
PlayWay S.A.,"['Racing', 'Simulation']",3.99,Red Dot Games,2015-07-03
Buka Entertainment,"['Casual', 'Indie', 'Simulation']",6.99,"Alawar Stargaze,Alawar Entertainment",2015-04-01
"SmiteWorks USA, LLC","['Casual', 'Indie']",0.99,"SmiteWorks USA, LLC",2015-07-03
Tim Sullivan,['Utilities'],14.99,Tim Sullivan,2015-07-03
Joshua Missile,"['Adventure', 'Casual', 'Indie', 'RPG']",14.99,Joshua Missile,2015-07-06
Prologue Games,"['Adventure', 'Indie']",4.99,Prologue Games,2015-07-06
Peter Gutenko,['Indie'],4.99,Peter Gutenko,2015-07-06
Ernő Király,"['Action', 'Casual', 'Indie', 'Early Access']",9.99,Ernő Király,2015-07-06
THQ Nordic,"['Indie', 'RPG', 'Strategy']",19.99,Cliffhanger Productions,2015-07-06
Maciej Targoni,"['Casual', 'Indie']",0.99,"Maciej Targoni,Wojciech Wasiak",2015-01-25
Maciej Targoni,"['Action', 'Indie']",0.99,"Maciej Targoni,Wojciech Wasiak",2015-05-20
"Psyonix, Inc.","['Action', 'Indie', 'Racing', 'Sports']",19.99,"Psyonix, Inc.",2015-07-07
"Math Nerd Productions, LLC","['Action', 'Casual', 'Indie']",1.99,Undead Yeti Software,2015-07-07
"Back To Basics Gaming, Alister Software","['Indie', 'Strategy']",0.99,Alister Software,2015-07-07
John Wizard,"['Indie', 'RPG', 'Strategy']",4.99,John Wizard,2015-07-07
Holotech Studios,"['Animation &amp; Modeling', 'Video Production']",14.99,Holotech Studios,2015-07-07
"Gamestarters Publisher, Gamestarter's","['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",4.99,Gamestarters,2015-07-17
Nyu Media,"['Action', 'Indie']",14.99,Yatagarasu Dev Team,2015-07-07
Random Seed Games,"['Casual', 'Indie']",7.99,Random Seed Games,2015-07-07
Cleverweek,"['Casual', 'Indie']",3.99,Cleverweek,2015-07-04
"Marvelous, Autumn Games","['Action', 'Indie']",1.99,Lab Zero Games,2015-07-07
Scarab Entertainment,"['Casual', 'Racing', 'Sports']",19.99,Scarab Entertainment,2015-07-09
Tap To Win,['Indie'],4.99,Tap To Win,2015-07-09
Aldorlea Games,"['Adventure', 'Casual', 'Indie', 'RPG']",5.99,Aldorlea Games,2015-07-09
yayapipi,"['Action', 'Adventure', 'Indie']",1.99,yayapipi,2015-07-09
"Codemasters, Feral Interactive (Linux)","['Racing', 'Sports']",39.99,"Codemasters,Feral Interactive (Linux)",2015-07-09
momoStorm Entertainment,"['Casual', 'Free to Play', 'Strategy']",Free to Play,momoStorm Entertainment,2015-07-09
Play sp. z o. o.,"['Racing', 'Sports']",1.99,Play sp. z o. o.,2015-07-10
Absolutist Ltd.,"['Adventure', 'Casual', 'Indie']",7.99,Absolutist Ltd.,2015-07-10
Play sp. z o. o.,"['Casual', 'Simulation', 'Strategy']",2.99,InImages,2015-07-10
Mastertronic,"['Indie', 'Racing']",7.49,Gateway Interactive,2015-07-10
Virtual Racing Industries Ltd.,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",9.99,Virtual Racing Industries Ltd.,2015-07-10
Dovetail Games - Flight,['Simulation'],11.99,First Class Simulations,2015-07-14
Juri Schupilo,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",4.99,Juri Schupilo,2015-07-10
Aldorlea Games,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",4.99,Aldorlea Games,2015-07-10
Chilled Mouse,['Casual'],9.99,"Ste Curran,Twistplay",2016-07-19
